image_id,text,image_path
a02-111-02-04,be,datasets/iam/lines/a02/a02-111/a02-111-02-04.png
a02-111-02-05,transmitted,datasets/iam/lines/a02/a02-111/a02-111-02-05.png
a02-111-02-06,back,datasets/iam/lines/a02/a02-111/a02-111-02-06.png
a02-111-02-07,.,datasets/iam/lines/a02/a02-111/a02-111-02-07.png
a02-111-03-00,MR.,datasets/iam/lines/a02/a02-111/a02-111-03-00.png
a02-111-03-01,BUTLER,datasets/iam/lines/a02/a02-111/a02-111-03-01.png
a02-111-03-02,",",datasets/iam/lines/a02/a02-111/a02-111-03-02.png
a02-111-03-03,the,datasets/iam/lines/a02/a02-111/a02-111-03-03.png
a02-111-03-04,Home,datasets/iam/lines/a02/a02-111/a02-111-03-04.png
a02-111-03-05,Secretary,datasets/iam/lines/a02/a02-111/a02-111-03-05.png
a02-111-03-06,",",datasets/iam/lines/a02/a02-111/a02-111-03-06.png
a02-111-03-07,has,datasets/iam/lines/a02/a02-111/a02-111-03-07.png
a02-111-03-08,decided,datasets/iam/lines/a02/a02-111/a02-111-03-08.png
a02-111-04-00,to,datasets/iam/lines/a02/a02-111/a02-111-04-00.png
a02-111-04-01,meet,datasets/iam/lines/a02/a02-111/a02-111-04-01.png
a02-111-04-02,head-on,datasets/iam/lines/a02/a02-111/a02-111-04-02.png
a02-111-04-03,the,datasets/iam/lines/a02/a02-111/a02-111-04-03.png
a02-111-04-04,biggest,datasets/iam/lines/a02/a02-111/a02-111-04-04.png
a02-111-04-05,challenge,datasets/iam/lines/a02/a02-111/a02-111-04-05.png
a02-111-04-06,to,datasets/iam/lines/a02/a02-111/a02-111-04-06.png
a02-111-05-00,Government,datasets/iam/lines/a02/a02-111/a02-111-05-00.png
a02-111-05-01,authority,datasets/iam/lines/a02/a02-111/a02-111-05-01.png
a02-111-05-02,yet,datasets/iam/lines/a02/a02-111/a02-111-05-02.png
a02-111-05-03,presented,datasets/iam/lines/a02/a02-111/a02-111-05-03.png
a02-111-05-04,by,datasets/iam/lines/a02/a02-111/a02-111-05-04.png
a02-111-05-05,the,datasets/iam/lines/a02/a02-111/a02-111-05-05.png
a02-111-06-00,"""",datasets/iam/lines/a02/a02-111/a02-111-06-00.png
a02-111-06-01,Ban-the-Bomb,datasets/iam/lines/a02/a02-111/a02-111-06-01.png
a02-111-06-02,"""",datasets/iam/lines/a02/a02-111/a02-111-06-02.png
a02-111-06-03,demonstrators,datasets/iam/lines/a02/a02-111/a02-111-06-03.png
a02-111-06-04,.,datasets/iam/lines/a02/a02-111/a02-111-06-04.png
a02-111-06-05,Police,datasets/iam/lines/a02/a02-111/a02-111-06-05.png
a02-111-06-06,leave,datasets/iam/lines/a02/a02-111/a02-111-06-06.png
a02-111-07-00,has,datasets/iam/lines/a02/a02-111/a02-111-07-00.png
a02-111-07-01,been,datasets/iam/lines/a02/a02-111/a02-111-07-01.png
a02-111-07-02,cancelled,datasets/iam/lines/a02/a02-111/a02-111-07-02.png
a02-111-07-03,and,datasets/iam/lines/a02/a02-111/a02-111-07-03.png
a02-111-07-04,secret,datasets/iam/lines/a02/a02-111/a02-111-07-04.png
a02-111-07-05,plans,datasets/iam/lines/a02/a02-111/a02-111-07-05.png
a02-111-07-06,prepared,datasets/iam/lines/a02/a02-111/a02-111-07-06.png
a02-111-08-00,to,datasets/iam/lines/a02/a02-111/a02-111-08-00.png
a02-111-08-01,deal,datasets/iam/lines/a02/a02-111/a02-111-08-01.png
a02-111-08-02,with,datasets/iam/lines/a02/a02-111/a02-111-08-02.png
a02-111-08-03,the,datasets/iam/lines/a02/a02-111/a02-111-08-03.png
a02-111-08-04,mass,datasets/iam/lines/a02/a02-111/a02-111-08-04.png
a02-111-08-05,sit-down,datasets/iam/lines/a02/a02-111/a02-111-08-05.png
a02-111-08-06,rally,datasets/iam/lines/a02/a02-111/a02-111-08-06.png
a02-111-08-07,planned,datasets/iam/lines/a02/a02-111/a02-111-08-07.png
a02-111-09-00,for,datasets/iam/lines/a02/a02-111/a02-111-09-00.png
a02-111-09-01,Sunday,datasets/iam/lines/a02/a02-111/a02-111-09-01.png
a02-111-09-02,in,datasets/iam/lines/a02/a02-111/a02-111-09-02.png
a02-111-09-03,Parliament-square,datasets/iam/lines/a02/a02-111/a02-111-09-03.png
a02-111-09-04,by,datasets/iam/lines/a02/a02-111/a02-111-09-04.png
a02-111-09-05,the,datasets/iam/lines/a02/a02-111/a02-111-09-05.png
a02-111-10-00,Committee,datasets/iam/lines/a02/a02-111/a02-111-10-00.png
a02-111-10-01,of,datasets/iam/lines/a02/a02-111/a02-111-10-01.png
a02-111-10-02,100,datasets/iam/lines/a02/a02-111/a02-111-10-02.png
a02-111-10-03,",",datasets/iam/lines/a02/a02-111/a02-111-10-03.png
a02-111-10-04,the,datasets/iam/lines/a02/a02-111/a02-111-10-04.png
a02-111-10-05,anti-nuclear,datasets/iam/lines/a02/a02-111/a02-111-10-05.png
a02-111-10-06,arms,datasets/iam/lines/a02/a02-111/a02-111-10-06.png
a02-111-11-00,group,datasets/iam/lines/a02/a02-111/a02-111-11-00.png
a02-111-11-01,.,datasets/iam/lines/a02/a02-111/a02-111-11-01.png
a02-116-00-00,It,datasets/iam/lines/a02/a02-116/a02-116-00-00.png
a02-116-00-01,was,datasets/iam/lines/a02/a02-116/a02-116-00-01.png
a02-116-00-02,Mr.,datasets/iam/lines/a02/a02-116/a02-116-00-02.png
a02-116-00-03,Butler,datasets/iam/lines/a02/a02-116/a02-116-00-03.png
a02-116-00-04,who,datasets/iam/lines/a02/a02-116/a02-116-00-04.png
a02-116-00-05,authorised,datasets/iam/lines/a02/a02-116/a02-116-00-05.png
a02-116-00-06,action,datasets/iam/lines/a02/a02-116/a02-116-00-06.png
a02-116-00-07,which,datasets/iam/lines/a02/a02-116/a02-116-00-07.png
a02-116-01-00,ended,datasets/iam/lines/a02/a02-116/a02-116-01-00.png
a02-116-01-01,yesterday,datasets/iam/lines/a02/a02-116/a02-116-01-01.png
a02-116-01-02,in,datasets/iam/lines/a02/a02-116/a02-116-01-02.png
a02-116-01-03,32,datasets/iam/lines/a02/a02-116/a02-116-01-03.png
a02-116-01-04,members,datasets/iam/lines/a02/a02-116/a02-116-01-04.png
a02-116-01-05,of,datasets/iam/lines/a02/a02-116/a02-116-01-05.png
a02-116-01-06,the,datasets/iam/lines/a02/a02-116/a02-116-01-06.png
a02-116-02-00,Committee,datasets/iam/lines/a02/a02-116/a02-116-02-00.png
a02-116-02-01,of,datasets/iam/lines/a02/a02-116/a02-116-02-01.png
a02-116-02-02,100,datasets/iam/lines/a02/a02-116/a02-116-02-02.png
a02-116-02-03,being,datasets/iam/lines/a02/a02-116/a02-116-02-03.png
a02-116-02-04,imprisoned,datasets/iam/lines/a02/a02-116/a02-116-02-04.png
a02-116-02-05,for,datasets/iam/lines/a02/a02-116/a02-116-02-05.png
a02-116-02-06,inciting,datasets/iam/lines/a02/a02-116/a02-116-02-06.png
a02-116-03-00,a,datasets/iam/lines/a02/a02-116/a02-116-03-00.png
a02-116-03-01,breach,datasets/iam/lines/a02/a02-116/a02-116-03-01.png
a02-116-03-02,of,datasets/iam/lines/a02/a02-116/a02-116-03-02.png
a02-116-03-03,the,datasets/iam/lines/a02/a02-116/a02-116-03-03.png
a02-116-03-04,peace,datasets/iam/lines/a02/a02-116/a02-116-03-04.png
a02-116-03-05,.,datasets/iam/lines/a02/a02-116/a02-116-03-05.png
a02-116-03-06,The,datasets/iam/lines/a02/a02-116/a02-116-03-06.png
a02-116-03-07,committee's,datasets/iam/lines/a02/a02-116/a02-116-03-07.png
a02-116-04-00,president,datasets/iam/lines/a02/a02-116/a02-116-04-00.png
a02-116-04-01,89-year-old,datasets/iam/lines/a02/a02-116/a02-116-04-01.png
a02-116-04-02,Earl,datasets/iam/lines/a02/a02-116/a02-116-04-02.png
a02-116-04-03,Russell,datasets/iam/lines/a02/a02-116/a02-116-04-03.png
a02-116-04-04,and,datasets/iam/lines/a02/a02-116/a02-116-04-04.png
a02-116-05-00,his,datasets/iam/lines/a02/a02-116/a02-116-05-00.png
a02-116-05-01,61-year-old,datasets/iam/lines/a02/a02-116/a02-116-05-01.png
a02-116-05-02,wife,datasets/iam/lines/a02/a02-116/a02-116-05-02.png
a02-116-05-03,were,datasets/iam/lines/a02/a02-116/a02-116-05-03.png
a02-116-05-04,each,datasets/iam/lines/a02/a02-116/a02-116-05-04.png
a02-116-05-05,jailed,datasets/iam/lines/a02/a02-116/a02-116-05-05.png
a02-116-05-06,for,datasets/iam/lines/a02/a02-116/a02-116-05-06.png
a02-116-06-00,a,datasets/iam/lines/a02/a02-116/a02-116-06-00.png
a02-116-06-01,week,datasets/iam/lines/a02/a02-116/a02-116-06-01.png
a02-116-06-02,.,datasets/iam/lines/a02/a02-116/a02-116-06-02.png
a02-116-06-03,Playwrights,datasets/iam/lines/a02/a02-116/a02-116-06-03.png
a02-116-06-04,Arnold,datasets/iam/lines/a02/a02-116/a02-116-06-04.png
a02-116-06-05,Wesker,datasets/iam/lines/a02/a02-116/a02-116-06-05.png
a02-116-06-06,(,datasets/iam/lines/a02/a02-116/a02-116-06-06.png
a02-116-06-07,The,datasets/iam/lines/a02/a02-116/a02-116-06-07.png
a02-116-06-08,Kitchen,datasets/iam/lines/a02/a02-116/a02-116-06-08.png
a02-116-06-09,),datasets/iam/lines/a02/a02-116/a02-116-06-09.png
a02-116-07-00,and,datasets/iam/lines/a02/a02-116/a02-116-07-00.png
a02-116-07-01,Robert,datasets/iam/lines/a02/a02-116/a02-116-07-01.png
a02-116-07-02,Bolt,datasets/iam/lines/a02/a02-116/a02-116-07-02.png
a02-116-07-03,(,datasets/iam/lines/a02/a02-116/a02-116-07-03.png
a02-116-07-04,The,datasets/iam/lines/a02/a02-116/a02-116-07-04.png
a02-116-07-05,Flowering,datasets/iam/lines/a02/a02-116/a02-116-07-05.png
a02-116-07-06,Cherry,datasets/iam/lines/a02/a02-116/a02-116-07-06.png
a02-116-07-07,),datasets/iam/lines/a02/a02-116/a02-116-07-07.png
a02-116-07-08,were,datasets/iam/lines/a02/a02-116/a02-116-07-08.png
a02-116-08-00,jailed,datasets/iam/lines/a02/a02-116/a02-116-08-00.png
a02-116-08-01,for,datasets/iam/lines/a02/a02-116/a02-116-08-01.png
a02-116-08-02,a,datasets/iam/lines/a02/a02-116/a02-116-08-02.png
a02-116-08-03,month,datasets/iam/lines/a02/a02-116/a02-116-08-03.png
a02-116-08-04,.,datasets/iam/lines/a02/a02-116/a02-116-08-04.png
a02-120-00-00,The,datasets/iam/lines/a02/a02-120/a02-120-00-00.png
a02-120-00-01,possibility,datasets/iam/lines/a02/a02-120/a02-120-00-01.png
a02-120-00-02,that,datasets/iam/lines/a02/a02-120/a02-120-00-02.png
a02-120-00-03,the,datasets/iam/lines/a02/a02-120/a02-120-00-03.png
a02-120-00-04,Government,datasets/iam/lines/a02/a02-120/a02-120-00-04.png
a02-120-00-05,might,datasets/iam/lines/a02/a02-120/a02-120-00-05.png
a02-120-01-00,invoke,datasets/iam/lines/a02/a02-120/a02-120-01-00.png
a02-120-01-01,the,datasets/iam/lines/a02/a02-120/a02-120-01-01.png
a02-120-01-02,Public,datasets/iam/lines/a02/a02-120/a02-120-01-02.png
a02-120-01-03,Order,datasets/iam/lines/a02/a02-120/a02-120-01-03.png
a02-120-01-04,Act,datasets/iam/lines/a02/a02-120/a02-120-01-04.png
a02-120-01-05,",",datasets/iam/lines/a02/a02-120/a02-120-01-05.png
a02-120-01-06,1936,datasets/iam/lines/a02/a02-120/a02-120-01-06.png
a02-120-01-07,",",datasets/iam/lines/a02/a02-120/a02-120-01-07.png
a02-120-01-08,and,datasets/iam/lines/a02/a02-120/a02-120-01-08.png
a02-120-02-00,declare,datasets/iam/lines/a02/a02-120/a02-120-02-00.png
a02-120-02-01,the,datasets/iam/lines/a02/a02-120/a02-120-02-01.png
a02-120-02-02,whole,datasets/iam/lines/a02/a02-120/a02-120-02-02.png
a02-120-02-03,rally,datasets/iam/lines/a02/a02-120/a02-120-02-03.png
a02-120-02-04,illegal,datasets/iam/lines/a02/a02-120/a02-120-02-04.png
a02-120-02-05,-,datasets/iam/lines/a02/a02-120/a02-120-02-05.png
a02-120-02-06,whether,datasets/iam/lines/a02/a02-120/a02-120-02-06.png
a02-120-03-00,the,datasets/iam/lines/a02/a02-120/a02-120-03-00.png
a02-120-03-01,demonstrators,datasets/iam/lines/a02/a02-120/a02-120-03-01.png
a02-120-03-02,sit,datasets/iam/lines/a02/a02-120/a02-120-03-02.png
a02-120-03-03,down,datasets/iam/lines/a02/a02-120/a02-120-03-03.png
a02-120-03-04,or,datasets/iam/lines/a02/a02-120/a02-120-03-04.png
a02-120-03-05,not,datasets/iam/lines/a02/a02-120/a02-120-03-05.png
a02-120-03-06,-,datasets/iam/lines/a02/a02-120/a02-120-03-06.png
a02-120-03-07,was,datasets/iam/lines/a02/a02-120/a02-120-03-07.png
a02-120-04-00,being,datasets/iam/lines/a02/a02-120/a02-120-04-00.png
a02-120-04-01,discussed,datasets/iam/lines/a02/a02-120/a02-120-04-01.png
a02-120-04-02,in,datasets/iam/lines/a02/a02-120/a02-120-04-02.png
a02-120-04-03,Whitehall,datasets/iam/lines/a02/a02-120/a02-120-04-03.png
a02-120-04-04,last,datasets/iam/lines/a02/a02-120/a02-120-04-04.png
a02-120-04-05,night,datasets/iam/lines/a02/a02-120/a02-120-04-05.png
a02-120-04-06,.,datasets/iam/lines/a02/a02-120/a02-120-04-06.png
a02-120-05-00,It,datasets/iam/lines/a02/a02-120/a02-120-05-00.png
a02-120-05-01,was,datasets/iam/lines/a02/a02-120/a02-120-05-01.png
a02-120-05-02,last,datasets/iam/lines/a02/a02-120/a02-120-05-02.png
a02-120-05-03,used,datasets/iam/lines/a02/a02-120/a02-120-05-03.png
a02-120-05-04,a,datasets/iam/lines/a02/a02-120/a02-120-05-04.png
a02-120-05-05,year,datasets/iam/lines/a02/a02-120/a02-120-05-05.png
a02-120-05-06,ago,datasets/iam/lines/a02/a02-120/a02-120-05-06.png
a02-120-05-07,",",datasets/iam/lines/a02/a02-120/a02-120-05-07.png
a02-120-05-08,to,datasets/iam/lines/a02/a02-120/a02-120-05-08.png
a02-120-05-09,deal,datasets/iam/lines/a02/a02-120/a02-120-05-09.png
a02-120-06-00,with,datasets/iam/lines/a02/a02-120/a02-120-06-00.png
a02-120-06-01,the,datasets/iam/lines/a02/a02-120/a02-120-06-01.png
a02-120-06-02,St.,datasets/iam/lines/a02/a02-120/a02-120-06-02.png
a02-120-06-03,Pancras,datasets/iam/lines/a02/a02-120/a02-120-06-03.png
a02-120-06-04,rent,datasets/iam/lines/a02/a02-120/a02-120-06-04.png
a02-120-06-05,riots,datasets/iam/lines/a02/a02-120/a02-120-06-05.png
a02-120-06-06,.,datasets/iam/lines/a02/a02-120/a02-120-06-06.png
a02-120-06-07,Today,datasets/iam/lines/a02/a02-120/a02-120-06-07.png
a02-120-07-00,Mr.,datasets/iam/lines/a02/a02-120/a02-120-07-00.png
a02-120-07-01,Butler,datasets/iam/lines/a02/a02-120/a02-120-07-01.png
a02-120-07-02,will,datasets/iam/lines/a02/a02-120/a02-120-07-02.png
a02-120-07-03,have,datasets/iam/lines/a02/a02-120/a02-120-07-03.png
a02-120-07-04,talks,datasets/iam/lines/a02/a02-120/a02-120-07-04.png
a02-120-07-05,with,datasets/iam/lines/a02/a02-120/a02-120-07-05.png
a02-120-07-06,Police,datasets/iam/lines/a02/a02-120/a02-120-07-06.png
a02-120-08-00,Commissioner,datasets/iam/lines/a02/a02-120/a02-120-08-00.png
a02-120-08-01,Sir,datasets/iam/lines/a02/a02-120/a02-120-08-01.png
a02-120-08-02,Joseph,datasets/iam/lines/a02/a02-120/a02-120-08-02.png
a02-120-08-03,Simpson,datasets/iam/lines/a02/a02-120/a02-120-08-03.png
a02-120-08-04,to,datasets/iam/lines/a02/a02-120/a02-120-08-04.png
a02-120-09-00,draw,datasets/iam/lines/a02/a02-120/a02-120-09-00.png
a02-120-09-01,up,datasets/iam/lines/a02/a02-120/a02-120-09-01.png
a02-120-09-02,final,datasets/iam/lines/a02/a02-120/a02-120-09-02.png
a02-120-09-03,plans,datasets/iam/lines/a02/a02-120/a02-120-09-03.png
a02-120-09-04,for,datasets/iam/lines/a02/a02-120/a02-120-09-04.png
a02-120-09-05,the,datasets/iam/lines/a02/a02-120/a02-120-09-05.png
a02-120-09-06,"""",datasets/iam/lines/a02/a02-120/a02-120-09-06.png
a02-120-09-07,Battle,datasets/iam/lines/a02/a02-120/a02-120-09-07.png
a02-120-10-00,of,datasets/iam/lines/a02/a02-120/a02-120-10-00.png
a02-120-10-01,Parliament,datasets/iam/lines/a02/a02-120/a02-120-10-01.png
a02-120-10-02,Square,datasets/iam/lines/a02/a02-120/a02-120-10-02.png
a02-120-10-03,.,datasets/iam/lines/a02/a02-120/a02-120-10-03.png
a02-120-10-04,"""",datasets/iam/lines/a02/a02-120/a02-120-10-04.png
a02-124-00-00,Measures,datasets/iam/lines/a02/a02-124/a02-124-00-00.png
a02-124-00-01,agreed,datasets/iam/lines/a02/a02-124/a02-124-00-01.png
a02-124-00-02,so,datasets/iam/lines/a02/a02-124/a02-124-00-02.png
a02-124-00-03,far,datasets/iam/lines/a02/a02-124/a02-124-00-03.png
a02-124-00-04,include,datasets/iam/lines/a02/a02-124/a02-124-00-04.png
a02-124-00-05,:,datasets/iam/lines/a02/a02-124/a02-124-00-05.png
a02-124-00-06,1,datasets/iam/lines/a02/a02-124/a02-124-00-06.png
a02-124-00-07,.,datasets/iam/lines/a02/a02-124/a02-124-00-07.png
a02-124-00-08,A,datasets/iam/lines/a02/a02-124/a02-124-00-08.png
a02-124-00-09,mass,datasets/iam/lines/a02/a02-124/a02-124-00-09.png
a02-124-01-00,call-out,datasets/iam/lines/a02/a02-124/a02-124-01-00.png
a02-124-01-01,of,datasets/iam/lines/a02/a02-124/a02-124-01-01.png
a02-124-01-02,police,datasets/iam/lines/a02/a02-124/a02-124-01-02.png
a02-124-01-03,",",datasets/iam/lines/a02/a02-124/a02-124-01-03.png
a02-124-01-04,special,datasets/iam/lines/a02/a02-124/a02-124-01-04.png
a02-124-01-05,constables,datasets/iam/lines/a02/a02-124/a02-124-01-05.png
a02-124-02-00,and,datasets/iam/lines/a02/a02-124/a02-124-02-00.png
a02-124-02-01,reserves,datasets/iam/lines/a02/a02-124/a02-124-02-01.png
a02-124-02-02,",",datasets/iam/lines/a02/a02-124/a02-124-02-02.png
a02-124-02-03,with,datasets/iam/lines/a02/a02-124/a02-124-02-03.png
a02-124-02-04,750,datasets/iam/lines/a02/a02-124/a02-124-02-04.png
a02-124-02-05,policemen,datasets/iam/lines/a02/a02-124/a02-124-02-05.png
a02-124-02-06,posted,datasets/iam/lines/a02/a02-124/a02-124-02-06.png
a02-124-03-00,from,datasets/iam/lines/a02/a02-124/a02-124-03-00.png
a02-124-03-01,outlying,datasets/iam/lines/a02/a02-124/a02-124-03-01.png
a02-124-03-02,districts,datasets/iam/lines/a02/a02-124/a02-124-03-02.png
a02-124-03-03,to,datasets/iam/lines/a02/a02-124/a02-124-03-03.png
a02-124-03-04,stations,datasets/iam/lines/a02/a02-124/a02-124-03-04.png
a02-124-03-05,in,datasets/iam/lines/a02/a02-124/a02-124-03-05.png
a02-124-04-00,the,datasets/iam/lines/a02/a02-124/a02-124-04-00.png
a02-124-04-01,area,datasets/iam/lines/a02/a02-124/a02-124-04-01.png
a02-124-04-02,-,datasets/iam/lines/a02/a02-124/a02-124-04-02.png
a02-124-04-03,West,datasets/iam/lines/a02/a02-124/a02-124-04-03.png
a02-124-04-04,End,datasets/iam/lines/a02/a02-124/a02-124-04-04.png
a02-124-04-05,Central,datasets/iam/lines/a02/a02-124/a02-124-04-05.png
a02-124-04-06,",",datasets/iam/lines/a02/a02-124/a02-124-04-06.png
a02-124-04-07,Bow-street,datasets/iam/lines/a02/a02-124/a02-124-04-07.png
a02-124-04-08,",",datasets/iam/lines/a02/a02-124/a02-124-04-08.png
a02-124-05-00,and,datasets/iam/lines/a02/a02-124/a02-124-05-00.png
a02-124-05-01,Cannon-row,datasets/iam/lines/a02/a02-124/a02-124-05-01.png
a02-124-05-02,.,datasets/iam/lines/a02/a02-124/a02-124-05-02.png
a03-006-00-00,Today,datasets/iam/lines/a03/a03-006/a03-006-00-00.png
a03-006-00-01,",",datasets/iam/lines/a03/a03-006/a03-006-00-01.png
a03-006-00-02,for,datasets/iam/lines/a03/a03-006/a03-006-00-02.png
a03-006-00-03,example,datasets/iam/lines/a03/a03-006/a03-006-00-03.png
a03-006-00-04,",",datasets/iam/lines/a03/a03-006/a03-006-00-04.png
a03-006-00-05,the,datasets/iam/lines/a03/a03-006/a03-006-00-05.png
a03-006-00-06,Foreign,datasets/iam/lines/a03/a03-006/a03-006-00-06.png
a03-006-00-07,Minister,datasets/iam/lines/a03/a03-006/a03-006-00-07.png
a03-006-00-08,of,datasets/iam/lines/a03/a03-006/a03-006-00-08.png
a03-006-00-09,Indo-,datasets/iam/lines/a03/a03-006/a03-006-00-09.png
a03-006-01-00,nesia,datasets/iam/lines/a03/a03-006/a03-006-01-00.png
a03-006-01-01,arrived,datasets/iam/lines/a03/a03-006/a03-006-01-01.png
a03-006-01-02,in,datasets/iam/lines/a03/a03-006/a03-006-01-02.png
a03-006-01-03,Belgrade,datasets/iam/lines/a03/a03-006/a03-006-01-03.png
a03-006-01-04,as,datasets/iam/lines/a03/a03-006/a03-006-01-04.png
a03-006-01-05,the,datasets/iam/lines/a03/a03-006/a03-006-01-05.png
a03-006-01-06,guest,datasets/iam/lines/a03/a03-006/a03-006-01-06.png
a03-006-01-07,of,datasets/iam/lines/a03/a03-006/a03-006-01-07.png
a03-006-01-08,the,datasets/iam/lines/a03/a03-006/a03-006-01-08.png
a03-006-01-09,Yugoslav,datasets/iam/lines/a03/a03-006/a03-006-01-09.png
a03-006-02-00,Foreign,datasets/iam/lines/a03/a03-006/a03-006-02-00.png
a03-006-02-01,Minister,datasets/iam/lines/a03/a03-006/a03-006-02-01.png
a03-006-02-02,.,datasets/iam/lines/a03/a03-006/a03-006-02-02.png
a03-006-02-03,In,datasets/iam/lines/a03/a03-006/a03-006-02-03.png
a03-006-02-04,fact,datasets/iam/lines/a03/a03-006/a03-006-02-04.png
a03-006-02-05,such,datasets/iam/lines/a03/a03-006/a03-006-02-05.png
a03-006-02-06,Yugoslav,datasets/iam/lines/a03/a03-006/a03-006-02-06.png
a03-006-02-07,activity,datasets/iam/lines/a03/a03-006/a03-006-02-07.png
a03-006-02-08,has,datasets/iam/lines/a03/a03-006/a03-006-02-08.png
a03-006-03-00,been,datasets/iam/lines/a03/a03-006/a03-006-03-00.png
a03-006-03-01,#,datasets/iam/lines/a03/a03-006/a03-006-03-01.png
a03-006-03-02,particularly,datasets/iam/lines/a03/a03-006/a03-006-03-02.png
a03-006-03-03,intensified,datasets/iam/lines/a03/a03-006/a03-006-03-03.png
a03-006-03-04,in,datasets/iam/lines/a03/a03-006/a03-006-03-04.png
a03-006-03-05,the,datasets/iam/lines/a03/a03-006/a03-006-03-05.png
a03-006-03-06,past,datasets/iam/lines/a03/a03-006/a03-006-03-06.png
a03-006-03-07,year,datasets/iam/lines/a03/a03-006/a03-006-03-07.png
a03-006-04-00,or,datasets/iam/lines/a03/a03-006/a03-006-04-00.png
a03-006-04-01,so,datasets/iam/lines/a03/a03-006/a03-006-04-01.png
a03-006-04-02,and,datasets/iam/lines/a03/a03-006/a03-006-04-02.png
a03-006-04-03,though,datasets/iam/lines/a03/a03-006/a03-006-04-03.png
a03-006-04-04,so,datasets/iam/lines/a03/a03-006/a03-006-04-04.png
a03-006-04-05,far,datasets/iam/lines/a03/a03-006/a03-006-04-05.png
a03-006-04-06,",",datasets/iam/lines/a03/a03-006/a03-006-04-06.png
a03-006-04-07,apart,datasets/iam/lines/a03/a03-006/a03-006-04-07.png
a03-006-04-08,from,datasets/iam/lines/a03/a03-006/a03-006-04-08.png
a03-006-04-09,joint,datasets/iam/lines/a03/a03-006/a03-006-04-09.png
a03-006-04-10,action,datasets/iam/lines/a03/a03-006/a03-006-04-10.png
a03-006-05-00,in,datasets/iam/lines/a03/a03-006/a03-006-05-00.png
a03-006-05-01,the,datasets/iam/lines/a03/a03-006/a03-006-05-01.png
a03-006-05-02,United,datasets/iam/lines/a03/a03-006/a03-006-05-02.png
a03-006-05-03,Nations,datasets/iam/lines/a03/a03-006/a03-006-05-03.png
a03-006-05-04,",",datasets/iam/lines/a03/a03-006/a03-006-05-04.png
a03-006-05-05,these,datasets/iam/lines/a03/a03-006/a03-006-05-05.png
a03-006-05-06,exchanges,datasets/iam/lines/a03/a03-006/a03-006-05-06.png
a03-006-05-07,have,datasets/iam/lines/a03/a03-006/a03-006-05-07.png
a03-006-05-08,not,datasets/iam/lines/a03/a03-006/a03-006-05-08.png
a03-006-06-00,been,datasets/iam/lines/a03/a03-006/a03-006-06-00.png
a03-006-06-01,seen,datasets/iam/lines/a03/a03-006/a03-006-06-01.png
a03-006-06-02,on,datasets/iam/lines/a03/a03-006/a03-006-06-02.png
a03-006-06-03,any,datasets/iam/lines/a03/a03-006/a03-006-06-03.png
a03-006-06-04,wider,datasets/iam/lines/a03/a03-006/a03-006-06-04.png
a03-006-06-05,basis,datasets/iam/lines/a03/a03-006/a03-006-06-05.png
a03-006-06-06,",",datasets/iam/lines/a03/a03-006/a03-006-06-06.png
a03-006-06-07,President,datasets/iam/lines/a03/a03-006/a03-006-06-07.png
a03-006-06-08,Tito,datasets/iam/lines/a03/a03-006/a03-006-06-08.png
a03-006-07-00,is,datasets/iam/lines/a03/a03-006/a03-006-07-00.png
a03-006-07-01,known,datasets/iam/lines/a03/a03-006/a03-006-07-01.png
a03-006-07-02,for,datasets/iam/lines/a03/a03-006/a03-006-07-02.png
a03-006-07-03,some,datasets/iam/lines/a03/a03-006/a03-006-07-03.png
a03-006-07-04,time,datasets/iam/lines/a03/a03-006/a03-006-07-04.png
a03-006-07-05,to,datasets/iam/lines/a03/a03-006/a03-006-07-05.png
a03-006-07-06,have,datasets/iam/lines/a03/a03-006/a03-006-07-06.png
a03-006-07-07,favoured,datasets/iam/lines/a03/a03-006/a03-006-07-07.png
a03-006-07-08,a,datasets/iam/lines/a03/a03-006/a03-006-07-08.png
a03-006-08-00,conference,datasets/iam/lines/a03/a03-006/a03-006-08-00.png
a03-006-08-01,of,datasets/iam/lines/a03/a03-006/a03-006-08-01.png
a03-006-08-02,neutralist,datasets/iam/lines/a03/a03-006/a03-006-08-02.png
a03-006-08-03,leaders,datasets/iam/lines/a03/a03-006/a03-006-08-03.png
a03-006-08-04,.,datasets/iam/lines/a03/a03-006/a03-006-08-04.png
a03-009-00-00,The,datasets/iam/lines/a03/a03-009/a03-009-00-00.png
a03-009-00-01,wish,datasets/iam/lines/a03/a03-009/a03-009-00-01.png
a03-009-00-02,was,datasets/iam/lines/a03/a03-009/a03-009-00-02.png
a03-009-00-03,particularly,datasets/iam/lines/a03/a03-009/a03-009-00-03.png
a03-009-00-04,apparent,datasets/iam/lines/a03/a03-009/a03-009-00-04.png
a03-009-00-05,in,datasets/iam/lines/a03/a03-009/a03-009-00-05.png
a03-009-00-06,comments,datasets/iam/lines/a03/a03-009/a03-009-00-06.png
a03-009-01-00,on,datasets/iam/lines/a03/a03-009/a03-009-01-00.png
a03-009-01-01,the,datasets/iam/lines/a03/a03-009/a03-009-01-01.png
a03-009-01-02,occasion,datasets/iam/lines/a03/a03-009/a03-009-01-02.png
a03-009-01-03,of,datasets/iam/lines/a03/a03-009/a03-009-01-03.png
a03-009-01-04,the,datasets/iam/lines/a03/a03-009/a03-009-01-04.png
